loan_id,due_date,amount_due,amount_paid,payment_date
LN1080,2024-08-23,6667,6667,2024-08-24
LN1080,2024-09-22,4489,4489,2024-09-27
LN1080,2024-10-22,5276,5276,2024-10-27
LN1080,2024-11-21,6274,0,
LN1081,2023-01-01,1800,1800,2023-01-06
LN1081,2023-01-31,4827,0,
LN1081,2023-03-02,7610,0,
LN1081,2023-04-01,4923,0,
LN1081,2023-05-01,4919,0,
LN1081,2023-05-31,1685,0,
LN1081,2023-06-30,5786,5786,2023-06-30
LN1081,2023-07-30,4597,4597,2023-08-04
LN1081,2023-08-29,2516,2516,2023-08-30
LN1081,2023-09-28,3274,3274,2023-09-29
LN1081,2023-10-28,6713,6713,2023-10-28
LN1081,2023-11-27,6305,0,
LN1082,2023-01-01,6959,6959,2023-01-02
LN1082,2023-01-31,4002,4002,2023-02-01
LN1082,2023-03-02,6218,0,
LN1082,2023-04-01,6751,6751,2023-04-01
LN1082,2023-05-01,7144,7144,2023-05-06
LN1082,2023-05-31,7260,7260,2023-06-05
LN1082,2023-06-30,6893,6893,2023-07-05
LN1082,2023-07-30,1658,1658,2023-08-04
LN1082,2023-08-29,6318,6318,2023-08-30
LN1082,2023-09-28,2960,2960,2023-09-28
LN1082,2023-10-28,2742,2742,2023-11-02
LN1082,2023-11-27,6183,6183,2023-11-27
LN1083,2023-01-01,7279,0,
LN1083,2023-01-31,3836,0,
LN1083,2023-03-02,5947,0,
LN1083,2023-04-01,2868,0,
LN1083,2023-05-01,5639,5639,2023-05-06
LN1083,2023-05-31,4248,4248,2023-06-05
LN1083,2023-06-30,3155,0,
LN1083,2023-07-30,7608,7608,2023-07-30
LN1083,2023-08-29,7904,0,
LN1083,2023-09-28,4002,4002,2023-09-29
LN1083,2023-10-28,5705,5705,2023-10-29
LN1083,2023-11-27,7652,0,
LN1083,2023-12-27,4580,4580,2023-12-27
LN1083,2024-01-26,6426,6426,2024-01-26
LN1083,2024-02-25,4754,4754,2024-02-25
LN1083,2024-03-26,6519,0,
LN1083,2024-04-25,6683,6683,2024-04-30
LN1083,2024-05-25,7956,7956,2024-05-25
LN1083,2024-06-24,3977,0,
LN1083,2024-07-24,5139,5139,2024-07-29
LN1083,2024-08-23,3555,3555,2024-08-28
LN1083,2024-09-22,2731,0,
LN1083,2024-10-22,6576,6576,2024-10-23
LN1083,2024-11-21,4039,0,
LN1083,2024-12-21,2054,0,
LN1083,2025-01-20,1951,0,
LN1083,2025-02-19,7919,7919,2025-02-24
LN1083,2025-03-21,2477,2477,2025-03-26
LN1083,2025-04-20,7568,7568,2025-04-25
LN1083,2025-05-20,2033,2033,2025-05-20
LN1083,2025-06-19,1860,0,
LN1083,2025-07-19,4960,0,
LN1083,2025-08-18,3115,0,
LN1083,2025-09-17,2925,0,
LN1083,2025-10-17,2591,2591,2025-10-18
LN1083,2025-11-16,1531,0,
LN1084,2023-01-01,7937,0,
LN1084,2023-01-31,6378,0,
LN1084,2023-03-02,5932,5932,2023-03-03
LN1084,2023-04-01,6500,0,
LN1084,2023-05-01,3196,3196,2023-05-01
LN1084,2023-05-31,3331,3331,2023-06-01
LN1084,2023-06-30,3273,0,
LN1084,2023-07-30,2538,2538,2023-07-31
LN1084,2023-08-29,1924,0,
LN1084,2023-09-28,4338,4338,2023-09-29
LN1084,2023-10-28,6777,6777,2023-10-29
LN1084,2023-11-27,7116,0,
LN1084,2023-12-27,1971,1971,2023-12-27
LN1084,2024-01-26,4231,4231,2024-01-26
LN1084,2024-02-25,3625,3625,2024-02-25
LN1084,2024-03-26,2793,0,
LN1084,2024-04-25,2086,2086,2024-04-26
LN1084,2024-05-25,2047,0,
LN1084,2024-06-24,7818,7818,2024-06-25
LN1084,2024-07-24,5861,5861,2024-07-24
LN1084,2024-08-23,1609,1609,2024-08-28
LN1084,2024-09-22,4840,0,
LN1084,2024-10-22,7222,7222,2024-10-23
LN1084,2024-11-21,3119,3119,2024-11-22
LN1085,2023-01-01,4731,0,
LN1085,2023-01-31,2347,2347,2023-02-05
LN1085,2023-03-02,7661,7661,2023-03-03
LN1085,2023-04-01,3128,0,
LN1085,2023-05-01,1919,0,
LN1085,2023-05-31,3780,3780,2023-06-01
LN1085,2023-06-30,2509,2509,2023-07-05
LN1085,2023-07-30,1733,1733,2023-07-30
LN1085,2023-08-29,7554,0,
LN1085,2023-09-28,4078,0,
LN1085,2023-10-28,4221,4221,2023-11-02
LN1085,2023-11-27,1622,0,
LN1085,2023-12-27,2436,2436,2023-12-28
LN1085,2024-01-26,2270,0,
LN1085,2024-02-25,1989,1989,2024-02-25
LN1085,2024-03-26,5529,5529,2024-03-31
LN1085,2024-04-25,2000,0,
LN1085,2024-05-25,3534,3534,2024-05-25
LN1085,2024-06-24,5710,5710,2024-06-25
LN1085,2024-07-24,6257,0,
LN1085,2024-08-23,7039,0,
LN1085,2024-09-22,4884,4884,2024-09-27
LN1085,2024-10-22,7814,7814,2024-10-22
LN1085,2024-11-21,7005,0,
LN1085,2024-12-21,5902,0,
LN1085,2025-01-20,5991,0,
LN1085,2025-02-19,6598,6598,2025-02-20
LN1085,2025-03-21,1910,1910,2025-03-21
LN1085,2025-04-20,5762,0,
LN1085,2025-05-20,5209,5209,2025-05-25
LN1085,2025-06-19,1751,1751,2025-06-20
LN1085,2025-07-19,6555,6555,2025-07-19
LN1085,2025-08-18,4272,4272,2025-08-23
LN1085,2025-09-17,3733,3733,2025-09-22
LN1085,2025-10-17,4736,4736,2025-10-22
LN1085,2025-11-16,3678,0,
LN1086,2023-01-01,3492,3492,2023-01-06
LN1086,2023-01-31,7728,7728,2023-01-31
LN1086,2023-03-02,3509,0,
LN1086,2023-04-01,3835,3835,2023-04-02
LN1086,2023-05-01,4008,4008,2023-05-02
LN1086,2023-05-31,2466,2466,2023-05-31
LN1086,2023-06-30,5087,0,
LN1086,2023-07-30,7811,7811,2023-08-04
LN1086,2023-08-29,2587,2587,2023-09-03
LN1086,2023-09-28,4386,4386,2023-10-03
LN1086,2023-10-28,1500,1500,2023-11-02
LN1086,2023-11-27,6996,6996,2023-12-02
LN1086,2023-12-27,2790,2790,2024-01-01
LN1086,2024-01-26,6499,0,
LN1086,2024-02-25,6262,0,
LN1086,2024-03-26,2685,0,
LN1086,2024-04-25,2246,2246,2024-04-26
LN1086,2024-05-25,4752,4752,2024-05-30
LN1086,2024-06-24,3330,3330,2024-06-24
LN1086,2024-07-24,2787,0,
LN1086,2024-08-23,3407,3407,2024-08-23
LN1086,2024-09-22,5270,5270,2024-09-23
LN1086,2024-10-22,5368,5368,2024-10-23
LN1086,2024-11-21,3689,0,
LN1087,2023-01-01,5159,0,
LN1087,2023-01-31,5402,5402,2023-01-31
LN1087,2023-03-02,5926,0,
LN1087,2023-04-01,6251,6251,2023-04-01
LN1087,2023-05-01,5226,5226,2023-05-02
LN1087,2023-05-31,2137,2137,2023-05-31
LN1087,2023-06-30,6574,6574,2023-07-05
LN1087,2023-07-30,3258,3258,2023-07-30
LN1087,2023-08-29,3115,0,
LN1087,2023-09-28,2671,2671,2023-09-28
LN1087,2023-10-28,4961,4961,2023-11-02
LN1087,2023-11-27,6481,6481,2023-12-02
LN1087,2023-12-27,7019,0,
LN1087,2024-01-26,5239,5239,2024-01-26
LN1087,2024-02-25,2302,0,
LN1087,2024-03-26,5317,0,
LN1087,2024-04-25,6205,0,
LN1087,2024-05-25,1586,1586,2024-05-30
LN1087,2024-06-24,6402,0,
LN1087,2024-07-24,4710,0,
LN1087,2024-08-23,2609,2609,2024-08-23
LN1087,2024-09-22,7812,7812,2024-09-23
LN1087,2024-10-22,4350,4350,2024-10-27
LN1087,2024-11-21,2101,0,
LN1087,2024-12-21,2296,2296,2024-12-22
LN1087,2025-01-20,6440,6440,2025-01-20
LN1087,2025-02-19,5216,0,
LN1087,2025-03-21,2088,0,
LN1087,2025-04-20,7656,0,
LN1087,2025-05-20,3937,3937,2025-05-21
LN1087,2025-06-19,7831,7831,2025-06-19
LN1087,2025-07-19,4288,4288,2025-07-24
LN1087,2025-08-18,6652,6652,2025-08-19
LN1087,2025-09-17,1601,1601,2025-09-22
LN1087,2025-10-17,4181,4181,2025-10-17
LN1087,2025-11-16,5118,5118,2025-11-21
LN1088,2023-01-01,2168,0,
LN1088,2023-01-31,3760,0,
LN1088,2023-03-02,5021,0,
LN1088,2023-04-01,6152,0,
LN1088,2023-05-01,3176,3176,2023-05-06
LN1088,2023-05-31,2241,0,
LN1088,2023-06-30,6212,6212,2023-06-30
LN1088,2023-07-30,1715,0,
LN1088,2023-08-29,7996,0,
LN1088,2023-09-28,7913,0,
LN1088,2023-10-28,6875,0,
LN1088,2023-11-27,7027,0,
LN1088,2023-12-27,6262,0,
LN1088,2024-01-26,7050,7050,2024-01-27
LN1088,2024-02-25,7704,0,
LN1088,2024-03-26,1691,1691,2024-03-31
LN1088,2024-04-25,2481,0,
LN1088,2024-05-25,4145,4145,2024-05-25
LN1088,2024-06-24,5115,0,
LN1088,2024-07-24,5968,0,
LN1088,2024-08-23,2230,2230,2024-08-23
LN1088,2024-09-22,4629,0,
LN1088,2024-10-22,2135,2135,2024-10-23
LN1088,2024-11-21,4507,0,
LN1089,2023-01-01,2102,0,
LN1089,2023-01-31,2424,2424,2023-02-01
LN1089,2023-03-02,2516,2516,2023-03-03
LN1089,2023-04-01,7265,7265,2023-04-02
LN1089,2023-05-01,4604,0,
LN1089,2023-05-31,6398,6398,2023-06-05
LN1089,2023-06-30,3435,0,
LN1089,2023-07-30,7591,0,
LN1089,2023-08-29,1951,1951,2023-09-03
LN1089,2023-09-28,6723,6723,2023-09-29
LN1089,2023-10-28,2282,2282,2023-10-29
LN1089,2023-11-27,1655,0,
LN1090,2023-01-01,5404,5404,2023-01-02
LN1090,2023-01-31,4605,0,
LN1090,2023-03-02,2461,2461,2023-03-02
LN1090,2023-04-01,7927,7927,2023-04-01
LN1090,2023-05-01,5852,5852,2023-05-02
LN1090,2023-05-31,2379,0,
LN1090,2023-06-30,4707,4707,2023-07-01
LN1090,2023-07-30,5595,0,
LN1090,2023-08-29,3022,0,
LN1090,2023-09-28,6720,6720,2023-09-28
LN1090,2023-10-28,2854,2854,2023-10-28
LN1090,2023-11-27,7158,7158,2023-11-27
LN1090,2023-12-27,3179,3179,2023-12-27
LN1090,2024-01-26,3575,3575,2024-01-27
LN1090,2024-02-25,4400,0,
LN1090,2024-03-26,6938,6938,2024-03-27
LN1090,2024-04-25,3081,0,
LN1090,2024-05-25,3473,0,
LN1090,2024-06-24,6732,6732,2024-06-29
LN1090,2024-07-24,7223,7223,2024-07-29
LN1090,2024-08-23,5483,5483,2024-08-24
LN1090,2024-09-22,2697,2697,2024-09-23
LN1090,2024-10-22,2125,2125,2024-10-22
LN1090,2024-11-21,5109,5109,2024-11-22
LN1090,2024-12-21,4474,0,
LN1090,2025-01-20,4935,4935,2025-01-25
LN1090,2025-02-19,4145,4145,2025-02-24
LN1090,2025-03-21,6729,0,
LN1090,2025-04-20,7440,0,
LN1090,2025-05-20,7441,7441,2025-05-20
LN1090,2025-06-19,4115,0,
LN1090,2025-07-19,7269,0,
LN1090,2025-08-18,4902,0,
LN1090,2025-09-17,7410,7410,2025-09-18
LN1090,2025-10-17,5180,0,
LN1090,2025-11-16,6600,0,
LN1091,2023-01-01,6014,0,
LN1091,2023-01-31,6885,6885,2023-02-01
LN1091,2023-03-02,3060,0,
LN1091,2023-04-01,5276,5276,2023-04-01
LN1091,2023-05-01,5227,5227,2023-05-01
LN1091,2023-05-31,6099,0,
LN1091,2023-06-30,4417,0,
LN1091,2023-07-30,2105,0,
LN1091,2023-08-29,5823,5823,2023-08-29
LN1091,2023-09-28,4622,4622,2023-10-03
LN1091,2023-10-28,2316,0,
LN1091,2023-11-27,7787,0,
LN1091,2023-12-27,7013,7013,2023-12-28
LN1091,2024-01-26,3144,3144,2024-01-27
LN1091,2024-02-25,7848,7848,2024-03-01
LN1091,2024-03-26,6355,0,
LN1091,2024-04-25,7316,7316,2024-04-30
LN1091,2024-05-25,3369,0,
LN1091,2024-06-24,3983,0,
LN1091,2024-07-24,7676,7676,2024-07-25
LN1091,2024-08-23,6384,6384,2024-08-23
LN1091,2024-09-22,6022,6022,2024-09-27
LN1091,2024-10-22,6658,0,
LN1091,2024-11-21,1978,0,
LN1091,2024-12-21,3830,3830,2024-12-22
LN1091,2025-01-20,1856,1856,2025-01-21
LN1091,2025-02-19,7487,7487,2025-02-24
LN1091,2025-03-21,3963,0,
LN1091,2025-04-20,3951,3951,2025-04-21
LN1091,2025-05-20,7649,0,
LN1091,2025-06-19,2206,0,
LN1091,2025-07-19,7527,0,
LN1091,2025-08-18,6083,6083,2025-08-23
LN1091,2025-09-17,2290,0,
LN1091,2025-10-17,1673,0,
LN1091,2025-11-16,5705,5705,2025-11-21
LN1092,2023-01-01,7413,0,
LN1092,2023-01-31,5990,5990,2023-01-31
LN1092,2023-03-02,1546,1546,2023-03-02
LN1092,2023-04-01,3604,3604,2023-04-06
LN1092,2023-05-01,1958,1958,2023-05-01
LN1092,2023-05-31,5570,5570,2023-06-05
LN1092,2023-06-30,7782,0,
LN1092,2023-07-30,4986,4986,2023-07-31
LN1092,2023-08-29,4904,4904,2023-09-03
LN1092,2023-09-28,4256,0,
LN1092,2023-10-28,3048,3048,2023-10-28
LN1092,2023-11-27,5540,0,
LN1093,2023-01-01,6628,6628,2023-01-01
LN1093,2023-01-31,6778,0,
LN1093,2023-03-02,1671,0,
LN1093,2023-04-01,6652,6652,2023-04-02
LN1093,2023-05-01,5345,5345,2023-05-01
LN1093,2023-05-31,4773,4773,2023-06-05
LN1093,2023-06-30,2645,2645,2023-06-30
LN1093,2023-07-30,5605,5605,2023-08-04
LN1093,2023-08-29,7671,7671,2023-08-30
LN1093,2023-09-28,6397,0,
LN1093,2023-10-28,5431,5431,2023-10-28
LN1093,2023-11-27,2466,0,
LN1093,2023-12-27,7347,7347,2023-12-28
LN1093,2024-01-26,2823,2823,2024-01-27
LN1093,2024-02-25,5417,5417,2024-03-01
LN1093,2024-03-26,1752,1752,2024-03-31
LN1093,2024-04-25,7002,0,
LN1093,2024-05-25,5566,5566,2024-05-26
LN1093,2024-06-24,6667,6667,2024-06-25
LN1093,2024-07-24,2259,0,
LN1093,2024-08-23,5257,5257,2024-08-28
LN1093,2024-09-22,1680,1680,2024-09-27
LN1093,2024-10-22,3740,0,
LN1093,2024-11-21,7949,7949,2024-11-26
LN1093,2024-12-21,5721,5721,2024-12-21
LN1093,2025-01-20,4075,0,
LN1093,2025-02-19,3769,0,
LN1093,2025-03-21,5773,0,
LN1093,2025-04-20,4317,4317,2025-04-25
LN1093,2025-05-20,5387,5387,2025-05-20
LN1093,2025-06-19,3996,3996,2025-06-19
LN1093,2025-07-19,4853,4853,2025-07-24
LN1093,2025-08-18,6802,6802,2025-08-18
LN1093,2025-09-17,2833,2833,2025-09-22
LN1093,2025-10-17,6243,0,
LN1093,2025-11-16,5531,0,
LN1094,2023-01-01,5283,0,
LN1094,2023-01-31,1656,1656,2023-02-01
LN1094,2023-03-02,7249,7249,2023-03-07
LN1094,2023-04-01,2017,2017,2023-04-06
LN1094,2023-05-01,5728,0,
LN1094,2023-05-31,4796,4796,2023-06-01
LN1094,2023-06-30,5615,0,
LN1094,2023-07-30,3129,3129,2023-07-30
LN1094,2023-08-29,7603,7603,2023-08-30
LN1094,2023-09-28,7942,0,
LN1094,2023-10-28,7739,7739,2023-11-02
LN1094,2023-11-27,3630,3630,2023-12-02
LN1095,2023-01-01,5746,5746,2023-01-06
LN1095,2023-01-31,4314,4314,2023-02-01
LN1095,2023-03-02,6028,6028,2023-03-02
LN1095,2023-04-01,2439,2439,2023-04-02
LN1095,2023-05-01,6987,0,
LN1095,2023-05-31,5790,5790,2023-05-31
LN1095,2023-06-30,2111,2111,2023-06-30
LN1095,2023-07-30,3805,0,
LN1095,2023-08-29,1636,1636,2023-08-30
LN1095,2023-09-28,7847,7847,2023-10-03
LN1095,2023-10-28,7787,0,
LN1095,2023-11-27,4364,4364,2023-11-27
LN1095,2023-12-27,4412,0,
LN1095,2024-01-26,6967,0,
LN1095,2024-02-25,3466,3466,2024-03-01
LN1095,2024-03-26,3599,3599,2024-03-26
LN1095,2024-04-25,6976,6976,2024-04-30
LN1095,2024-05-25,7646,7646,2024-05-25
LN1095,2024-06-24,7420,7420,2024-06-24
LN1095,2024-07-24,3523,3523,2024-07-25
LN1095,2024-08-23,6707,6707,2024-08-28
LN1095,2024-09-22,5392,0,
LN1095,2024-10-22,7815,7815,2024-10-22
LN1095,2024-11-21,4065,4065,2024-11-26
LN1096,2023-01-01,3305,3305,2023-01-01
LN1096,2023-01-31,4459,4459,2023-01-31
LN1096,2023-03-02,2463,0,
LN1096,2023-04-01,3827,0,
LN1096,2023-05-01,3906,0,
LN1096,2023-05-31,6283,6283,2023-06-05
LN1096,2023-06-30,4914,0,
LN1096,2023-07-30,5117,0,
LN1096,2023-08-29,2609,0,
LN1096,2023-09-28,2772,2772,2023-09-29
LN1096,2023-10-28,4137,4137,2023-10-28
LN1096,2023-11-27,4625,4625,2023-11-28
LN1096,2023-12-27,3819,3819,2023-12-28
LN1096,2024-01-26,5851,5851,2024-01-27
LN1096,2024-02-25,2898,0,
LN1096,2024-03-26,1598,1598,2024-03-26
LN1096,2024-04-25,4682,4682,2024-04-26
LN1096,2024-05-25,7959,7959,2024-05-30
LN1096,2024-06-24,7370,0,
LN1096,2024-07-24,6631,6631,2024-07-29
LN1096,2024-08-23,2913,0,
LN1096,2024-09-22,3252,3252,2024-09-23
LN1096,2024-10-22,4485,4485,2024-10-23
LN1096,2024-11-21,7198,7198,2024-11-26
LN1096,2024-12-21,2950,2950,2024-12-26
LN1096,2025-01-20,5230,0,
LN1096,2025-02-19,6756,6756,2025-02-24
LN1096,2025-03-21,3741,3741,2025-03-21
LN1096,2025-04-20,5044,5044,2025-04-20
LN1096,2025-05-20,7991,7991,2025-05-21
LN1096,2025-06-19,7255,7255,2025-06-24
LN1096,2025-07-19,2821,0,
LN1096,2025-08-18,2947,0,
LN1096,2025-09-17,6791,6791,2025-09-17
LN1096,2025-10-17,4134,0,
LN1096,2025-11-16,4497,4497,2025-11-16
LN1097,2023-01-01,3664,0,
LN1097,2023-01-31,4694,0,
LN1097,2023-03-02,3548,0,
LN1097,2023-04-01,7371,0,
LN1097,2023-05-01,3293,3293,2023-05-02
LN1097,2023-05-31,6911,0,
LN1097,2023-06-30,7885,0,
LN1097,2023-07-30,4392,0,
LN1097,2023-08-29,3859,0,
LN1097,2023-09-28,1530,1530,2023-09-29
LN1097,2023-10-28,7656,7656,2023-10-29
LN1097,2023-11-27,1826,0,
LN1097,2023-12-27,5102,5102,2024-01-01
LN1097,2024-01-26,5980,5980,2024-01-31
LN1097,2024-02-25,1610,0,
LN1097,2024-03-26,1581,1581,2024-03-26
LN1097,2024-04-25,3735,0,
LN1097,2024-05-25,3878,3878,2024-05-30
LN1097,2024-06-24,2760,2760,2024-06-25
LN1097,2024-07-24,5608,5608,2024-07-29
LN1097,2024-08-23,4084,0,
LN1097,2024-09-22,3507,0,
LN1097,2024-10-22,6684,6684,2024-10-23
LN1097,2024-11-21,4841,4841,2024-11-22
LN1097,2024-12-21,2435,2435,2024-12-22
LN1097,2025-01-20,5147,0,
LN1097,2025-02-19,5624,0,
LN1097,2025-03-21,5996,0,
LN1097,2025-04-20,1686,1686,2025-04-25
LN1097,2025-05-20,6839,6839,2025-05-21
LN1097,2025-06-19,7551,7551,2025-06-19
LN1097,2025-07-19,2394,0,
LN1097,2025-08-18,3895,0,
LN1097,2025-09-17,1841,0,
LN1097,2025-10-17,7330,0,
LN1097,2025-11-16,6482,6482,2025-11-21
LN1098,2023-01-01,2868,2868,2023-01-02
LN1098,2023-01-31,4362,0,
LN1098,2023-03-02,6880,6880,2023-03-02
LN1098,2023-04-01,7046,7046,2023-04-01
LN1098,2023-05-01,7155,0,
LN1098,2023-05-31,7105,0,
LN1098,2023-06-30,1801,1801,2023-07-01
LN1098,2023-07-30,4932,4932,2023-08-04
LN1098,2023-08-29,6352,6352,2023-08-29
LN1098,2023-09-28,3103,0,
LN1098,2023-10-28,5239,0,
LN1098,2023-11-27,2901,0,
LN1099,2023-01-01,7520,7520,2023-01-02
LN1099,2023-01-31,4693,4693,2023-02-05
LN1099,2023-03-02,5583,0,
LN1099,2023-04-01,2752,0,
LN1099,2023-05-01,5608,0,
LN1099,2023-05-31,5357,5357,2023-06-01
LN1099,2023-06-30,2002,0,
LN1099,2023-07-30,2938,0,
LN1099,2023-08-29,5351,0,
LN1099,2023-09-28,6101,6101,2023-09-29
LN1099,2023-10-28,2983,2983,2023-11-02
LN1099,2023-11-27,7550,7550,2023-12-02
LN1100,2023-01-01,6546,6546,2023-01-06
LN1100,2023-01-31,4811,0,
LN1100,2023-03-02,6819,6819,2023-03-02
LN1100,2023-04-01,6741,6741,2023-04-01
LN1100,2023-05-01,4395,4395,2023-05-06
LN1100,2023-05-31,2178,0,
LN1100,2023-06-30,3005,3005,2023-07-05
LN1100,2023-07-30,1986,0,
LN1100,2023-08-29,7007,0,
LN1100,2023-09-28,3385,0,
LN1100,2023-10-28,2488,0,
LN1100,2023-11-27,4657,4657,2023-12-02
LN1101,2023-01-01,7953,0,
LN1101,2023-01-31,2539,0,
LN1101,2023-03-02,5985,5985,2023-03-02
LN1101,2023-04-01,6239,6239,2023-04-01
LN1101,2023-05-01,3048,3048,2023-05-06
LN1101,2023-05-31,6130,0,
LN1101,2023-06-30,7533,7533,2023-06-30
LN1101,2023-07-30,4339,4339,2023-07-30
LN1101,2023-08-29,4363,0,
LN1101,2023-09-28,6366,6366,2023-09-29
LN1101,2023-10-28,5571,0,
LN1101,2023-11-27,7260,7260,2023-12-02
LN1101,2023-12-27,4275,0,
LN1101,2024-01-26,5167,5167,2024-01-26
LN1101,2024-02-25,4218,4218,2024-02-26
LN1101,2024-03-26,7580,7580,2024-03-26
LN1101,2024-04-25,5063,0,
LN1101,2024-05-25,4904,4904,2024-05-30
LN1101,2024-06-24,5442,5442,2024-06-25
LN1101,2024-07-24,4680,4680,2024-07-29
LN1101,2024-08-23,7011,0,
LN1101,2024-09-22,7537,0,
LN1101,2024-10-22,3493,0,
LN1101,2024-11-21,4010,0,
LN1101,2024-12-21,6247,0,
LN1101,2025-01-20,7925,7925,2025-01-25
LN1101,2025-02-19,5312,5312,2025-02-24
LN1101,2025-03-21,3042,3042,2025-03-21
LN1101,2025-04-20,5653,5653,2025-04-21
LN1101,2025-05-20,4451,0,
LN1101,2025-06-19,5880,0,
LN1101,2025-07-19,2667,0,
LN1101,2025-08-18,5837,5837,2025-08-18
LN1101,2025-09-17,3913,0,
LN1101,2025-10-17,2567,2567,2025-10-17
LN1101,2025-11-16,7834,0,
LN1102,2023-01-01,5417,5417,2023-01-06
LN1102,2023-01-31,4664,4664,2023-01-31
LN1102,2023-03-02,7738,0,
LN1102,2023-04-01,4815,4815,2023-04-01
LN1102,2023-05-01,5234,5234,2023-05-06
LN1102,2023-05-31,6274,6274,2023-06-05
LN1102,2023-06-30,4169,0,
LN1102,2023-07-30,3335,3335,2023-08-04
LN1102,2023-08-29,7033,0,
LN1102,2023-09-28,1990,0,
LN1102,2023-10-28,3561,0,
LN1102,2023-11-27,5788,5788,2023-11-28
LN1102,2023-12-27,6276,0,
LN1102,2024-01-26,5120,5120,2024-01-26
LN1102,2024-02-25,7172,7172,2024-02-25
LN1102,2024-03-26,7653,0,
LN1102,2024-04-25,5688,5688,2024-04-26
LN1102,2024-05-25,5467,0,
LN1102,2024-06-24,4646,4646,2024-06-24
LN1102,2024-07-24,2392,2392,2024-07-24
LN1102,2024-08-23,7835,7835,2024-08-23
LN1102,2024-09-22,6936,0,
LN1102,2024-10-22,6617,0,
LN1102,2024-11-21,4052,4052,2024-11-26
LN1102,2024-12-21,5353,5353,2024-12-22
LN1102,2025-01-20,4098,4098,2025-01-21
LN1102,2025-02-19,3594,3594,2025-02-20
LN1102,2025-03-21,4584,0,
LN1102,2025-04-20,3700,0,
LN1102,2025-05-20,1966,1966,2025-05-20
LN1102,2025-06-19,6994,0,
LN1102,2025-07-19,3279,3279,2025-07-24
LN1102,2025-08-18,3208,3208,2025-08-19
LN1102,2025-09-17,2783,2783,2025-09-22
LN1102,2025-10-17,5715,5715,2025-10-17
LN1102,2025-11-16,2089,2089,2025-11-17
LN1103,2023-01-01,1683,1683,2023-01-02
LN1103,2023-01-31,2968,2968,2023-01-31
LN1103,2023-03-02,4354,4354,2023-03-02
LN1103,2023-04-01,4326,4326,2023-04-06
LN1103,2023-05-01,2039,2039,2023-05-01
LN1103,2023-05-31,5302,5302,2023-06-01
LN1103,2023-06-30,2953,2953,2023-06-30
LN1103,2023-07-30,5203,5203,2023-07-30
LN1103,2023-08-29,6064,6064,2023-08-30
LN1103,2023-09-28,1572,1572,2023-09-29
LN1103,2023-10-28,2872,2872,2023-10-29
LN1103,2023-11-27,7413,7413,2023-11-28
LN1103,2023-12-27,2887,2887,2024-01-01
LN1103,2024-01-26,2527,0,
LN1103,2024-02-25,7681,0,
LN1103,2024-03-26,2839,0,
LN1103,2024-04-25,2485,2485,2024-04-30
LN1103,2024-05-25,7621,7621,2024-05-30
LN1103,2024-06-24,1744,0,
LN1103,2024-07-24,2092,0,
LN1103,2024-08-23,4724,4724,2024-08-23
LN1103,2024-09-22,3860,3860,2024-09-23
LN1103,2024-10-22,3611,0,
LN1103,2024-11-21,2694,0,
LN1103,2024-12-21,7844,0,
LN1103,2025-01-20,5632,5632,2025-01-21
LN1103,2025-02-19,3975,3975,2025-02-19
LN1103,2025-03-21,4644,4644,2025-03-21
LN1103,2025-04-20,6917,6917,2025-04-21
LN1103,2025-05-20,4198,0,
LN1103,2025-06-19,6693,6693,2025-06-19
LN1103,2025-07-19,2925,2925,2025-07-19
LN1103,2025-08-18,7009,7009,2025-08-18
LN1103,2025-09-17,2705,2705,2025-09-22
LN1103,2025-10-17,3260,0,
LN1103,2025-11-16,1850,0,
LN1104,2023-01-01,3855,3855,2023-01-06
LN1104,2023-01-31,6036,0,
LN1104,2023-03-02,6629,6629,2023-03-02
LN1104,2023-04-01,1731,1731,2023-04-06
LN1104,2023-05-01,7089,7089,2023-05-06
LN1104,2023-05-31,6126,0,
LN1104,2023-06-30,7968,7968,2023-07-05
LN1104,2023-07-30,6578,6578,2023-07-31
LN1104,2023-08-29,6496,6496,2023-08-29
LN1104,2023-09-28,2776,0,
LN1104,2023-10-28,5757,5757,2023-11-02
LN1104,2023-11-27,7159,0,
LN1105,2023-01-01,2945,0,
LN1105,2023-01-31,3205,0,
LN1105,2023-03-02,6475,6475,2023-03-02
LN1105,2023-04-01,3685,0,
LN1105,2023-05-01,7357,0,
LN1105,2023-05-31,1692,0,
LN1105,2023-06-30,4611,0,
LN1105,2023-07-30,6481,6481,2023-07-30
LN1105,2023-08-29,7476,7476,2023-08-29
LN1105,2023-09-28,2842,2842,2023-09-28
LN1105,2023-10-28,6461,6461,2023-10-28
LN1105,2023-11-27,2008,2008,2023-11-28
LN1105,2023-12-27,4885,0,
LN1105,2024-01-26,7519,0,
LN1105,2024-02-25,2494,2494,2024-02-26
LN1105,2024-03-26,7564,7564,2024-03-27
LN1105,2024-04-25,6113,6113,2024-04-25
LN1105,2024-05-25,7483,0,
LN1105,2024-06-24,4219,0,
LN1105,2024-07-24,6456,0,
LN1105,2024-08-23,3689,0,
LN1105,2024-09-22,5774,0,
LN1105,2024-10-22,2469,2469,2024-10-22
LN1105,2024-11-21,6772,6772,2024-11-26
LN1106,2023-01-01,2269,0,
LN1106,2023-01-31,7486,7486,2023-02-05
LN1106,2023-03-02,5249,0,
LN1106,2023-04-01,3752,0,
